Provinsi,TipeFaskes,KodeFaskes,NamaFaskes,AlamatFaskes,TelpFaskes
Sulawesi Selatan,Klinik Utama,0334U006,dr. Hj. A. Kasmawati                                            ,Jl. Dr. Wahidin Sudirohusodo N, 000-0812418450
Sulawesi Selatan,Klinik Pratama,0329B003,Klinik Belpi                                    ,Jl. Jenderal Sudirman No. 172, 000-0821889934
Sulawesi Selatan,Apotek,0334A003,Apotik APOTEK ARINI FARMA                                    ,JL.dr.Wahidin Sudirohusodo,8218775217
Sulawesi Selatan,Rumah Sakit,1822R001,RSUD Massenrempulu Enrekang                                            ,Jl.Jend.Sudirman No.1, 0420-21096
Sulawesi Selatan,Puskesmas,3351001,Masalle                                            ,Masalle,8138571637
Sulawesi Selatan,Klinik Utama,0335U006,"dr. H. Aswar Muhiddin,M, M.Kes                                            ",Jl. KH. Ahmad Dahlan No. 27, 0-082396158237
Sulawesi Selatan,Klinik Pratama,3350005,Poskes 07.10.16 Enrekang                                            ,Jl. Sungai Mata Allo Randangan, 0-081354688887
Sulawesi Selatan,Apotek,1822A001,Inst Farmasi Rsud Enrekang                                    ,Jl Jend Sudirman Enrekang, 0420-21770
Sulawesi Selatan,Rumah Sakit,0336R001,RS Hikmah Sejahtera Belopa                                            ,Jl. TOPOKA NO. 22 B,81342019761
Sulawesi Selatan,Puskesmas,3361103,Basse Sangtempe Utara                                    ,Desa Pantilang, 0471-0
Sulawesi Selatan,Dokter Praktik Perorangan,0336S001,Klinik Utama Berkah                                            ,Jl.Dg. Pawellang Belopa, 0471-3314115
Sulawesi Selatan,Klinik Utama,0336U011,Dr. Hj. Fatriwati Rifai                                            ,Jl. A. Maneng No. 2, 0471-085240485
Sulawesi Selatan,Klinik Pratama,3361102,Poli Res Luwu                                            ,Polres Luwu Senga Kec. Belopa, 0471-081342673
Sulawesi Selatan,Apotek,0336A009,Apotik Berkah                                            ,Jl. Sungai Pareman No.31,
Sulawesi Selatan,Rumah Sakit,0337R001,RS Sinar Kasih                                    ,Buntu Pantan, 0423-081241356
Sulawesi Selatan,Puskesmas,3370003,Rano                                            ,Jl. Malolin, 0423-081343842
Sulawesi Selatan,Dokter Praktik Perorangan,0337S001,Klinik Harapan Bunda                                    ,Jl. Merdeka No.33, 0423-082393909
Sulawesi Selatan,Klinik Utama,0337U014,dr. Semuel Palin Buli                                            ,TRITURA No. 80, 0-081342316263
Sulawesi Selatan,Klinik Pratama,3370008,Klinik Adelweis                                            ,Jl. Bhayangkara No. 1,81241040152
Sulawesi Selatan,Apotek,0337A012,IFRS Fatima Toraja                                    ,Jl Nusantara No 18 Makale, 0423-24058
Sulawesi Selatan,Rumah Sakit,0341R004,RSU Hikmah Masamba                                            ,Jl. Ir. Soekarno, 0473-21021
Sulawesi Selatan,Puskesmas,3410002,Wonokerto                                            ,Lr. 8A Desa Wonokerto, 0473-085230167
Sulawesi Selatan,Klinik Utama,0341U006,dr. SARAH                                            ,Jl. Trans Sulawesi, 0473-00000000
Sulawesi Selatan,Klinik Pratama,3410001,klinik res lutra                                            ,Jl.Jend. Ahmad Yani No.46 Masa, 0473-085342855
Sulawesi Selatan,Apotek,0341A007,Apotik HIKMAH FARMA                                            ,Jl. Ir.Soekarno. Kel Kappuna,47321021
Sulawesi Selatan,Rumah Sakit,0342R027,Rsia St.Khadijah I                                            ,Jl. Ra. Kartini No.15-17, 0411-3624554
Sulawesi Selatan,Puskesmas,3420103,Barang Lompo                                            ,Pulau Barang Lompo, 0411-0411
Sulawesi Selatan,Dokter Praktik Perorangan,0342S002,Cerebellum Klinik                                            ,Jl Swadaya No.4, 0411-427184
Sulawesi Selatan,Klinik Utama,0342U001,"Dr.Nurdin Densi.P,Mm                                            ",Jl.Poros Btp Blok G No 14, 62-811414394
Sulawesi Selatan,Klinik Pratama,3420006,Poli Yonarmed                                            ,Jl. Andi Mappaodang,
Sulawesi Selatan,Apotek,0342A038,IFRS Ibu & Anak St Khadijah I                                    ,Jl.Ra.Kartini No.15, 0411-316908
Sulawesi Selatan,Rumah Sakit,0345R001,RSU Inco Sorowako                                            ,Jl. Dipenogoro No 1 Sorowako,8114135630
Sulawesi Selatan,Puskesmas,3450001,Lampia                                            ,Jl.  Poros Sulawesi Tenggara, 0473-081141386
Sulawesi Selatan,Klinik Utama,0345U012,dr. Helmy Kahar                                            ,jl.ratulangi bawalipu, 0474-085299136
Sulawesi Selatan,Klinik Pratama,3450007,Klinik Res Lutim                                            ,Jl. Andi Mappeare (Samping Pol,
Sulawesi Selatan,Apotek,0345A001,Instalasi I Lagaligo                                            ,Jl. Sangkuruwira Wotu,85340938114
Sulawesi Selatan,Rumah Sakit,0508R002,RSUD Pongtiku                                    ,Buntu Mapaken, 0423-085242394
Sulawesi Selatan,Puskesmas,3370001,Barupu                                            ,Jl. Poros Baruppu, 0-085255866089
Sulawesi Selatan,Klinik Utama,0337U008,dr. YAIN PANGGALO                                            ,Jl Poros Rantepao Makale, 0-085255009811
Sulawesi Selatan,Klinik Pratama,5080008,Poskes 07.10.14 Rantepao                                            ,Jl. Pongtiku No. 54, 0-085242170582
Sulawesi Selatan,Apotek,1821A009,Instalasi Elim                                    ,Jl.Ahmad Yani No.68 Rantepao, 0423-21258
Sulawesi Tenggara,Rumah Sakit,0276R006,RS Siloam Hospitals Buton                                            ,Jl Sultan Hasanuddin No 58, 0402-2823037
Sulawesi Tenggara,Puskesmas,2760001,Waborobo                                            ,"Ds. Waborobo, Kec. Betoambari", 0-081342101823
Sulawesi Tenggara,Klinik Utama,0276U001,dr. NURAENI DJAWA                                            ,Jl. Bakti Abri No .2, 62-81245927320
Sulawesi Tenggara,Klinik Pratama,2760009,Poskes 07.10.20 Bau-Bau                                            ,Jend. Sudirman No.80, 0-081341970565
Sulawesi Tenggara,Apotek,0276A004,Apotik Kimia Farma                                            ,Jln. Betoambari No. 4, 0402-2825412
Sulawesi Tenggara,Rumah Sakit,0343R001,RSUD Kab. Buton                                            ,Link Laburunci Pasarwajo,8534188709
Sulawesi Tenggara,Puskesmas,3430001,Barangka (Buton)                                            ,Desa Barangka, 0-085210306149
Sulawesi Tenggara,Klinik Utama,0343U002,dr. SITTI RACHMAWATY                                            ,Jl. Ki Hajar Dewantara, 0-081355071507
Sulawesi Tenggara,Klinik Pratama,3430012,Klinik Polres Buton                                            ,Jl. Poros Pasar Wajo Km 6, 0-085239435457
Sulawesi Tenggara,Apotek,0343A002,Apotek Rsud Kabupaten Buton                                    ,Link Laburunci Pasarwajo, 0000-085341887
Sulawesi Tenggara,Rumah Sakit,1902R001,RSUD Kab. Muna                                            ,Jl. Ahmad Yani No.10 Raha, 0403-2521065
Sulawesi Tenggara,Puskesmas,3470001,Bone                                            , Jln Poros Raha Bone Kecamatan, 0-085241138109
Sulawesi Tenggara,Klinik Utama,0347U003,dr. WA ODE FIL HAYAH FITRI                                            ,Jln. S. Sukowati, 0-081343864354
Sulawesi Tenggara,Klinik Pratama,3470008,Poskes 07.10.21 Raha                                            ,Gatoto Subroto No.20, 0-081341696024
Sulawesi Tenggara,Apotek,0347A002,Apotik Fadilla Farma                                            ,Jln. Jendral Sudirman No. 49,81287087685
Sulawesi Tenggara,Rumah Sakit,0348R004,RSU Setia Bunda                                    ,"Jl.Jenderal Sudirman,No.698Po", 0-085340337686
Sulawesi Tenggara,Puskesmas,3480001,Puriala                                            ,Desa Watundehoa, 0408-081342270
Sulawesi Tenggara,Klinik Utama,0348U010,Dr. Abdul Rahman Matta                                            ,Jl. Poros Kendari - Kolaka,85241720020
Sulawesi Tenggara,Klinik Pratama,3480003,Klinik Polres Konawe                                            ,Jl. Bhayangkara,81342749049
Sulawesi Tenggara,Apotek,0348A008,Apotek Naya Farma                                    ,Jl. Jenderal Sudirman No. 34, 0812-081252222
Sulawesi Tenggara,Rumah Sakit,1904R001,Blud Rs Benyamin Guluh Kolaka                                            ,Jl.Dr.Sutomo No.1 Kolaka, 0405-2321042
Sulawesi Tenggara,Puskesmas,3490002,Polinggona                                            ,Jalan Poros Polinggona,8534151981
Sulawesi Tenggara,Klinik Utama,0349U007,Dr. Hj. Jeanette Luhukay                                            ,Jalan Pendidikan Nomor 41,85241897535
Sulawesi Tenggara,Klinik Pratama,3490007,Klinik Poskes 07.10.19 Kolaka                                            ,Pemuda No. 100,
Sulawesi Tenggara,Apotek,0349A004,Apotek Kimia Farma Kolaka                                    ,"Jl. Pramuka, No. 30",4052323245
Sulawesi Tenggara,Rumah Sakit,0350R011,RS Dewi Sartika                                            ,Jalan Kapten Piere Tendean No., 0401-3194493
Sulawesi Tenggara,Puskesmas,3500001,Wua-Wua                                            ,Jl. Anawai, 0813-081342748
Sulawesi Tenggara,Klinik Utama,0350U023,dr. Algazali                                            ,Jl. R. Soeprapto No. 41 C,8134177949
Sulawesi Tenggara,Klinik Pratama,3500004,Klinik Polda Sultra                                            ,Jl. Haluoleo,81342749049
Sulawesi Tenggara,Apotek,0350A022,Apotik WUA-WUA FARMA                                            ,Jl. Mt. Haryono No. 23,8124215022
Sulawesi Tenggara,Rumah Sakit,1901R002,RSUD Konawe Selatan                                            ,Jl. Poros Andoolo, 0-08134169199
Sulawesi Tenggara,Puskesmas,4110001,Basala                                            ,Desa Basala,8529923181
Sulawesi Tenggara,Klinik Utama,0411U002,"Dr. Muhammad Yunus, M.Kes                                            ",Desa Kota Bangun,8124215534
Sulawesi Tenggara,Klinik Pratama,3500003,Klinik Lanud Haluoleo                                            ,Kompleks Lanud Haluoleo, 0401-08539983
Sulawesi Tenggara,Apotek,0411A004,Apotik ILMANY FARMA                                            ,Jl. Lanud W. Monginsidi No. 74,8124215534
Sulawesi Tenggara,Rumah Sakit,1904R002,RSUD Kab. Kolaka Utara                                            ,Jl. H.M. Djafar Harun, 0401-081354854
Sulawesi Tenggara,Puskesmas,4230001,Watunohu                                            ,Jl. Trans Sulawesi,8534241360
Sulawesi Tenggara,Klinik Utama,0423U002,dr. HJ. HARTATI                                            ,Desa Beringin Kecamatan Ngapa,85213889442
Sulawesi Tenggara,Klinik Pratama,4230013,Klinik Polres Kolaka Utara                                            ,Jl.Trans Sulawesi,81342749049
Sulawesi Tenggara,Apotek,0423A002,Apotek Farmasindo                                    ,"Jl.Trans Sulawesi, Desa Tojabi", 000-0813558686
Sulawesi Tenggara,Rumah Sakit,0448R001,RSUD Kab. Wakatobi                                            ,"Jl.Wohou, Kelurahan Mandati II", 0404-22220
Sulawesi Tenggara,Puskesmas,4480001,Hoga                                            ,Pulau Hoga Kaledupa, 0-85656272540
Sulawesi Tenggara,Klinik Utama,0448U001,dr. LA HIJAA                                            ,Jl. Lapempengo, 0-85255058898
Sulawesi Tenggara,Klinik Pratama,4480009,Klinik Polres Wakatobi                                            ,Jl. H. Abd. Rahman 1 Wanduko, 0404-081317338
Sulawesi Tenggara,Apotek,0448A002,Apotek Rsud Kabupaten Wakatobi                                    ,"Jl.Wohou, Kelurahan Mandati II", 0404-22220
Sulawesi Tenggara,Rumah Sakit,1910R001,RSUD Kab Bombana                                            ,Jl. Poros Poea Rumbia, 0813-42669456
Sulawesi Tenggara,Puskesmas,4490001,Mataoleo                                            ,Desa Lora, 0823-99515060
Sulawesi Tenggara,Klinik Pratama,4490016,Klinik Polres Bombana                                            ,Jl. Tompo Batu No.1,81342749049
Sulawesi Tenggara,Apotek,0449A001,Apotek Wila Farma                                            ,Kelurahan Doule,
Sulawesi Tenggara,Rumah Sakit,1901R003,RSU Konawe Utara                                            ,Desa Lahimbua, 0813-41733699
Sulawesi Tenggara,Puskesmas,4650001,Matandahi                                            ,Kelurahan Matandahi,8134159714
Sulawesi Tenggara,Rumah Sakit,0466R001,RSUD Kab. Buton Utara                                            ,Jl Gaumalanga No 1,811404053
Sulawesi Tenggara,Puskesmas,4660001,Kioko                                            ,M. Kanawiah No.3 , 0-082259078358
Sulawesi Tenggara,Klinik Utama,0466U001,dr. SOEHALINO                                            ,Jln. Lapacua No. 7, 0-081259782121
Sulawesi Tenggara,Apotek,0466A002,Apotek Rsud Kab. Buton Utara                                    ,Jl. Poros Ereke-Wa Ode Buri, 0000-081140405
Sulawesi Tenggara,Puskesmas,3480104,Polara                                            ,Desa Polara, 0853-42668485
Sulawesi Tenggara,Klinik Pratama,0523B001,RSUD Kab. Konawe Kepulauan                                            ,Poros Pelabuhan Langara,85397967432
Sulawesi Tenggara,Puskesmas,3490001,Loea                                            ,Jl.Poros Loea,8134170660
Sulawesi Tenggara,Klinik Utama,0524U002,dr. Agus Junaidi                                            ,Poros Penanggo Jaya,82187677999
Sulawesi Tenggara,Klinik Pratama,0524B001,RSUD Kabupaten Kolaka Timur                                            ,Drs. H. Abd. Silondae no.35, 0-081341597566
Sulawesi Tenggara,Rumah Sakit,0526R001,RSUD Kabupaten Muna Barat                                    ,Jl. Poros Lagadi-Tondasi, 000-0813212571
Sulawesi Tenggara,Puskesmas,3470003,Tiworo Tengah                                            ,Jln Poros Mekar Jaya, 0-081311378614
Sulawesi Tenggara,Klinik Utama,0347U007,dr. M. Syahril Fitrah                                            ,Jln. Poros Raha-Guali, 0-085395961883
Sulawesi Tenggara,Puskesmas,3430003,Mawasangka Tengah                                            ,poros mawasangka wamengkoli, 62-85277061378
Sulawesi Tenggara,Rumah Sakit,0528R001,RSUD Kab. Buton Selatan                                    ,Jalan Poros Batauga, 0000-081245586
Sulawesi Tenggara,Puskesmas,3430002,Lapandewa                                            ,Jl. Poros Kecamatan Lapandewa, 000-8124552021
Sulawesi Tenggara,Klinik Utama,0528U001,Dr. Yuliana Diadi                                    ,Jl. Gajah Mada Depan Lapangan Lakarada, 0812-4271129
Sulawesi Tenggara,Apotek,0528A002,Apotek Pita 24 Batauga                                    ,Poros Batauga Ling Wasambua,8114099902
